RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         2660     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 1023 8075     0     0  con    5  2.9D+00  1.3D-01  4.059D-05        NaN
 1024 8081     0     0  con    5  3.4D+00  3.0D-01  6.925D-05        NaN
 1025 8094     0     0  con   12  1.1D+00  3.4D-01  4.284D-05        NaN
 1026 8105     0     0  con   10  1.0D+00  1.5D-01  3.734D-05        NaN
 1027 8119     0     0  con   13  6.1D+00  8.3D-01  5.115D-05        NaN
 1028 8124     0     0  con    4  5.6D-01  1.9D-01  8.459D-05        NaN
 1029 8129     0     0  con    4  2.6D+00  3.4D-01  6.215D-05        NaN
 1030 8134     0     0  con    4  2.4D+00  7.7D-01  4.823D-05        NaN
 1031 8150     0     0  con   15  1.2D+00  7.2D-01  7.770D-05        NaN
 1032 8155     0     0  con    4  2.3D+00  5.4D-01  5.513D-05        NaN
 1033 8171     0     0  con   15  1.8D+00  6.0D-01  4.517D-05        NaN
 1034 8176     0     0  con    4  5.5D+00  3.7D-01  3.669D-05        NaN
 1035 8194     0     0  con   17  6.0D+00  1.1D+00  3.098D-05        NaN
 1036 8199     0     0  con    4  2.2D+00  6.2D-01  3.878D-05        NaN
 1037 8213     0     0  con   13  2.0D+00  5.4D-02  3.928D-05        NaN
 1038 8218     0     0  con    4  1.8D+00  5.1D-01  4.296D-05        NaN
 1039 8222     0     0  con    3  9.1D-01  3.1D-01  5.711D-05        NaN
 1040 8227     0     0  con    4  5.0D+00  6.0D-01  3.934D-05        NaN
 1041 8233     0     0  con    5  3.0D+00  3.0D-01  9.155D-05        NaN
 1042 8247     0     0  con   13  6.9D+00  5.0D-01  6.052D-05        NaN
 1043 8258     0     0  con   10  2.4D-01  5.9D-01  7.635D-05        NaN
 1044 8262     0     0  con    3  6.1D-01  1.7D+00  1.017D-04        NaN
 1045 8295     1     0  ---   12  2.3D+00  1.2D-03  9.385D-05        NaN
 1046 8310     0     0  con   14  5.9D+00  4.5D-03  5.636D-05        NaN
 1047 8315     0     0  con    4  3.0D+00  5.7D-03  5.619D-05        NaN
 1048 8319     0     0  con    3  4.8D+00  1.3D-02  2.393D-05        NaN
 1049 8332     0     0  con   12  1.8D+00  1.4D-02  6.780D-05        NaN
 1050 8347     0     0  con   14  2.2D+00  1.9D-02  3.305D-05        NaN
 1051 8354     0     0  con    6  4.7D+00  1.4D-02  7.956D-05        NaN
 1052 8360     0     0  con    5  4.1D+00  3.9D-02  4.645D-05        NaN
 1053 8377     0     0  con   16  5.7D+00  5.8D-02  7.805D-05        NaN
 1054 8383     0     0  con    5  2.4D+00  4.0D-02  1.070D-04        NaN
 1055 8398     0     0  con   14  6.2D+00  1.2D-01  1.657D-04        NaN
 1056 8402     0     0  con    3  7.2D-01  7.3D-02  1.034D-04        NaN
 1057 8420     0     0  con   17  1.4D+00  1.3D-01  6.078D-05        NaN
 1058 8426     0     0  con    5  2.5D+00  1.6D-02  5.016D-05        NaN
 1059 8439     0     0  con   12  1.8D+00  3.4D-02  4.906D-05        NaN
 1060 8449     0     0  con    9  2.2D+01  2.1D-02  5.346D-05        NaN
 1061 8455     0     0  con    5  3.4D+00  1.4D-01  4.531D-05        NaN
 1062 8458     0     0  con    2  1.0D+00  2.0D-02  5.301D-05        NaN
 1063 8472     0     0  con   13  6.1D+00  6.0D-02  8.747D-05        NaN
 1064 8486     0     0  con   13  1.2D+00  3.3D-02  6.031D-05        NaN
 1065 8500     0     0  con   13  1.9D+00  5.6D-02  4.590D-05        NaN
 1066 8505     0     0  con    4  2.5D+00  2.0D-02  5.337D-05        NaN
 1067 8510     0     0  con    4  8.8D-01  4.2D-02  3.270D-05        NaN
 1068 8514     0     0  con    3  4.5D-01  2.3D-02  3.142D-05        NaN
 1069 8518     0     0  con    3  7.8D-01  9.1D-03  3.324D-05        NaN
 1070 8532     0     0  con   13  2.3D+00  2.7D-02  3.394D-05        NaN
 1071 8537     0     0  con    4  2.9D+00  2.2D-02  5.748D-05        NaN
 1072 8543     0     0  con    5  7.4D+00  8.7D-02  4.430D-05        NaN
 1073 8547     0     0  con    3  9.2D-01  2.4D-02  3.196D-05        NaN
 1074 8553     0     0  con    5  3.3D+00  4.4D-02  4.907D-05        NaN
 1075 8558     0     0  con    4  2.6D+00  1.2D-01  1.951D-05        NaN
 1076 8562     0     0  con    3  1.1D-01  1.4D-02  2.181D-05        NaN
 1077 8567     0     0  con    4  3.9D+00  1.4D-02  2.449D-05        NaN
 1078 8572     0     0  con    4  2.5D+00  2.1D-02  2.348D-05        NaN
 1079 8577     0     0  con    4  3.6D+00  1.3D-02  2.669D-05        NaN
 1080 8582     0     0  con    4  3.8D+00  9.9D-03  3.296D-05        NaN
 1081 8588     0     0  con    5  3.0D+00  1.8D-02  3.706D-05        NaN
 1082 8603     0     0  con   14  5.8D+00  4.3D-02  3.438D-05        NaN
 1083 8608     0     0  con    4  3.0D+00  3.2D-02  2.845D-05        NaN
 1084 8612     0     0  con    3  7.6D-01  4.8D-02  3.262D-05        NaN
 1085 8617     0     0  con    4  1.8D+00  2.3D-02  2.308D-05        NaN
 1086 8622     0     0  con    4  3.0D+00  1.9D-02  3.298D-05        NaN
 1087 8627     0     0  con    4  3.3D+00  3.4D-02  1.627D-05        NaN
 1088 8636     0     0  con    8  3.2D-01  7.6D-03  1.858D-05        NaN
 1089 8641     0     0  con    4  4.4D+00  1.1D-02  1.468D-05        NaN
 1090 8645     0     0  con    3  4.8D+00  4.2D-02  2.674D-05        NaN
 1091 8652     0     0  con    6  4.9D-01  1.0D-02  1.478D-05        NaN
 1092 8655     0     0  con    2  9.6D-01  1.4D-02  1.708D-05        NaN
 1093 8664     0     0  con    8  9.7D+00  3.1D-02  3.298D-05        NaN
 1094 8678     0     0  con   13  5.8D+00  4.7D-02  2.609D-05        NaN
 1095 8688     0     0  con    9  1.9D+00  2.6D-02  2.704D-05        NaN
 1096 8703     0     0  con   14  2.5D+00  4.2D-02  3.479D-05        NaN
 1097 8709     0     0  con    5  3.4D+00  5.6D-02  3.842D-05        NaN
 1098 8719     0     0  con    9  1.4D+00  7.7D-02  4.172D-05        NaN
 1099 8735     0     0  con   15  2.2D-01  2.1D-02  4.796D-05        NaN
 1100 8739     0     0  con    3  9.0D-01  6.3D-02  5.326D-05        NaN
 1101 8757     0     0  con   17  1.4D+00  1.0D-01  3.439D-05        NaN
 1102 8763     0     0  con    5  2.8D+00  5.9D-02  3.423D-05        NaN
 1103 8766     0     0  con    2  9.3D-01  4.4D-02  2.748D-05        NaN
 1104 8780     0     0  con   13  1.9D+00  4.8D-02  3.735D-05        NaN
 1105 8784     0     0  con    3  7.5D-01  2.0D-02  3.960D-05        NaN
 1106 8789     0     0  con    4  6.6D-01  5.6D-02  4.745D-05        NaN
 1107 8794     0     0  con    4  7.3D-01  2.4D-02  4.348D-05        NaN
 1108 8799     0     0  con    4  1.7D+00  2.2D-02  3.806D-05        NaN
 1109 8804     0     0  con    4  3.8D+00  2.7D-02  3.623D-05        NaN
 1110 8810     0     0  con    5  3.3D+00  6.7D-02  3.011D-05        NaN
 1111 8821     0     0  con   10  1.4D+00  1.1D-01  2.736D-05        NaN
 1112 8827     0     0  con    5  2.4D+00  3.3D-02  2.820D-05        NaN
 1113 8840     0     0  con   12  1.1D+00  2.1D-02  3.088D-05        NaN
 1114 8850     0     0  con    9  3.1D-01  3.1D-03  3.107D-05        NaN
 1115 8856     0     0  con    5  4.2D+00  3.2D-02  3.014D-05        NaN
 1116 8863     0     0  con    6  8.7D+00  4.6D-02  3.168D-05        NaN
 1117 8873     0     0  con    9  2.2D+00  1.4D-01  3.910D-05        NaN
 1118 8876     0     0  con    2  9.9D-01  1.0D-01  4.003D-05        NaN
 1119 8890     0     0  con   13  1.8D+00  6.1D-02  4.653D-05        NaN
 1120 8907     0     0  con   16  1.6D+00  5.2D-02  5.044D-05        NaN
 1121 8912     0     0  con    4  2.0D+00  2.3D-02  4.449D-05        NaN
 1122 8916     0     0  con    3  8.0D-01  9.8D-02  5.792D-05        NaN
 1123 8922     0     0  con    5  2.5D+00  2.4D-01  1.106D-04        NaN
 1124 8928     0     0  con    5  3.2D+00  2.3D-01  4.094D-05        NaN
 1125 8932     0     0  con    3  5.4D-01  1.5D-02  2.797D-05        NaN
 1126 8937     0     0  con    4  1.5D+00  3.2D-02  3.268D-05        NaN
 1127 8948     0     0  con   10  2.1D+00  5.6D-02  2.920D-05        NaN
 1128 8953     0     0  con    4  3.7D+00  1.4D-02  2.655D-05        NaN
 1129 8957     0     0  con    3  4.6D+00  1.1D-01  1.658D-05        NaN
 1130 8961     0     0  con    3  4.1D-01  2.2D-02  1.465D-05        NaN
 1131 8974     0     0  con   12  1.4D+00  2.8D-02  1.648D-05        NaN
 1132 8979     0     0  con    4  1.3D+00  3.7D-02  1.297D-05        NaN
 1133 8983     0     0  con    3  8.6D-01  1.4D-02  1.158D-05        NaN
 1134 8994     0     0  con   10  2.3D+00  5.1D-02  1.433D-05        NaN
 1135 9002     0     0  con    7  3.0D+00  3.4D-02  1.457D-05        NaN
 1136 9008     0     0  con    5  5.7D+00  2.1D-02  1.279D-05        NaN
 1137 9014     0     0  con    5  6.1D+00  4.6D-02  1.347D-05        NaN
 1138 9018     0     0  con    3  5.1D-01  2.2D-02  1.937D-05        NaN
 1139 9023     0     0  con    4  1.9D+00  3.1D-02  1.264D-05        NaN
 1140 9035     0     0  con   11  5.9D+00  8.4D-02  1.604D-05        NaN
 1141 9041     0     0  con    5  4.1D+00  1.6D-01  1.711D-05        NaN
 1142 9047     0     0  con    5  1.8D-01  4.4D-02  1.600D-05        NaN
 1143 9052     0     0  con    4  3.2D+00  4.7D-02  1.618D-05        NaN
 1144 9058     0     0  con    5  9.8D-01  3.7D-02  3.035D-05        NaN
 1145 9062     0     0  con    3  5.0D-01  1.8D-02  3.443D-05        NaN
 1146 9068     0     0  con    5  2.4D+00  1.5D-02  3.898D-05        NaN
 1147 9083     0     0  con   14  7.5D+00  1.1D-01  3.004D-05        NaN
 1148 9098     0     0  con   14  2.5D+00  1.0D-01  4.010D-05        NaN
 1149 9116     0     0  con   17  1.3D+00  8.2D-02  2.489D-05        NaN
 1150 9120     0     0  con    3  6.9D-01  1.4D-02  1.957D-05        NaN
 1151 9138     0     0  con   17  1.6D+00  6.0D-02  3.180D-05        NaN
 1152 9149     0     0  con   10  1.2D+00  3.1D-02  3.144D-05        NaN
 1153 9155     0     0  con    5  2.8D+00  2.7D-02  2.767D-05        NaN
 1154 9160     0     0  con    4  5.4D-01  1.3D-02  2.427D-05        NaN
 1155 9164     0     0  con    3  1.1D+00  3.1D-02  2.101D-05        NaN
 1156 9168     0     0  con    3  6.5D-01  2.4D-02  2.076D-05        NaN
 1157 9174     0     0  con    5  3.8D+00  4.8D-02  2.412D-05        NaN
 1158 9179     0     0  con    4  3.2D+00  6.6D-02  4.104D-05        NaN
 1159 9185     0     0  con    5  3.7D+00  7.9D-02  2.367D-05        NaN
 1160 9195     0     0  con    9  1.4D+00  8.7D-02  2.158D-05        NaN
 1161 9212     0     0  con   16  1.2D+00  6.2D-02  3.058D-05        NaN
 1162 9231     0     0  con   18  5.6D+00  1.3D-01  1.858D-05        NaN
 1163 9244     0     0  con   12  1.4D+00  1.4D-01  4.187D-05        NaN
 1164 9248     0     0  con    3  8.2D-01  1.1D-01  2.395D-05        NaN
 1165 9251     0     0  con    2  1.0D+00  1.7D-01  3.279D-05        NaN
 1166 9256     0     0  con    4  1.8D+00  1.7D-01  1.837D-05        NaN
 1167 9270     0     0  con   13  1.3D+00  3.2D-02  2.109D-05        NaN
 1168 9287     0     0  con   16  1.1D+00  7.2D-03  1.796D-05        NaN
 1169 9299     0     0  con   11  6.2D+00  5.9D-02  2.092D-05        NaN
 1170 9304     0     0  con    4  2.4D+00  1.5D-01  1.741D-05        NaN
 1171 9309     0     0  con    4  1.7D+00  8.1D-02  2.703D-05        NaN
 1172 9314     0     0  con    4  3.7D+00  4.5D-02  2.536D-05        NaN
 1173 9319     0     0  con    4  3.4D+00  3.7D-02  2.533D-05        NaN
 1174 9333     0     0  con   13  5.8D+00  4.9D-02  1.792D-05        NaN
 1175 9338     0     0  con    4  3.4D+00  4.8D-02  3.286D-05        NaN
 1176 9343     0     0  con    4  2.6D+00  7.7D-02  1.186D-05        NaN
 1177 9348     0     0  con    4  4.3D+00  4.2D-02  1.049D-05        NaN
 1178 9362     0     0  con   13  1.0D+00  3.0D-02  1.308D-05        NaN
 1179 9375     0     0  con   12  1.0D+00  1.4D-02  1.128D-05        NaN
 1180 9380     0     0  con    4  3.7D+00  5.9D-03  1.145D-05        NaN
 1181 9386     0     0  con    5  8.1D+00  9.8D-02  2.888D-05        NaN
 1182 9396     0     0  con    9  1.4D+00  5.7D-02  3.711D-05        NaN
 1183 9407     0     0  con   10  1.1D+00  7.2D-02  2.200D-05        NaN
 1184 9418     0     0  con   10  8.7D+00  2.4D-01  2.206D-05        NaN
 1185 9423     0     0  con    4  8.9D-01  7.6D-02  2.718D-05        NaN
 1186 9437     0     0  con   13  1.2D+00  1.3D-01  3.775D-05        NaN
 1187 9443     0     0  con    5  7.2D+00  2.9D-01  4.140D-05        NaN
 1188 9453     0     0  con    9  2.0D+00  1.6D-01  4.248D-05        NaN
 1189 9457     0     0  con    3  6.2D-01  8.6D-02  2.691D-05        NaN
 1190 9462     0     0  con    4  2.4D+00  1.8D-01  2.899D-05        NaN
 1191 9467     0     0  con    4  5.0D+00  3.1D-01  2.834D-05        NaN
 1192 9471     0     0  con    3  9.4D-01  4.4D-02  1.778D-05        NaN
 1193 9476     0     0  con    4  1.5D+00  6.9D-02  1.879D-05        NaN
 1194 9486     0     0  con    9  1.4D+00  7.2D-03  2.053D-05        NaN
 1195 9497     0     0  con   10  1.8D+00  7.5D-02  1.418D-05        NaN
 1196 9502     0     0  con    4  4.7D+00  8.6D-02  2.574D-05        NaN
 1197 9516     0     0  con   13  1.2D+00  2.5D-02  2.520D-05        NaN
 1198 9526     0     0  con    9  1.7D+00  8.9D-02  1.208D-05        NaN
 1199 9531     0     0  con    4  3.2D+00  7.2D-02  9.488D-06        NaN

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 0.000E+00 seconds.

